                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    376,                0.72495,                0.25349,                0.58371,                 1.2121,                0.98782,                      1,                  0.995,                0.99002,                0.98782,                      1,                  0.995,                0.95058,                0.26187,                0.14709,                0.29146,                 0.7039,              0.0096288,              0.0096288,              0.0096288
                    377,                0.85175,                 0.3584,                0.66811,                 1.2461,                0.99046,                      1,                  0.995,                0.98124,                0.99046,                      1,                  0.995,                0.92253,                0.26687,                0.19264,                0.31895,                0.71569,              0.0096278,              0.0096278,              0.0096278
                    378,                0.80256,                0.37838,                0.64485,                 1.2977,                0.99196,                      1,                  0.995,                0.98149,                0.99196,                      1,                  0.995,                0.95518,                0.25741,                0.14822,                0.30686,                0.71501,              0.0096268,              0.0096268,              0.0096268
                    379,                0.75039,                0.25743,                0.63533,                 1.2492,                0.99171,                      1,                  0.995,                0.96777,                0.99171,                      1,                  0.995,                0.94801,                0.33867,                0.15483,                0.30592,                0.75375,              0.0096258,              0.0096258,              0.0096258
                    380,                0.74713,                0.27744,                0.60274,                 1.2391,                0.99475,                      1,                  0.995,                0.97446,                0.99475,                      1,                  0.995,                0.96362,                0.31047,                0.14635,                0.30814,                 0.7471,              0.0096248,              0.0096248,              0.0096248
                    381,                0.69337,                0.26733,                  0.605,                  1.186,                0.99618,                      1,                  0.995,                 0.9563,                0.99618,                      1,                  0.995,                0.98532,                0.31203,                0.14893,                0.31653,                 0.7493,              0.0096238,              0.0096238,              0.0096238
                    382,                0.75872,                0.28043,                0.62348,                 1.2411,                0.99539,                      1,                  0.995,                0.98627,                0.99539,                      1,                  0.995,                0.98496,                0.26968,                0.12731,                0.29332,                0.71642,              0.0096228,              0.0096228,              0.0096228
                    383,                0.68324,                0.27927,                0.54669,                  1.187,                 0.9949,                      1,                  0.995,                0.97243,                 0.9949,                      1,                  0.995,                0.97254,                0.28364,                0.13107,                0.29641,                0.72427,              0.0096218,              0.0096218,              0.0096218
                    384,                0.72131,                0.27036,                0.57247,                 1.1969,                0.99392,                      1,                  0.995,                0.96106,                0.99392,                      1,                  0.995,                0.92904,                0.30428,                0.16391,                0.32134,                 0.7354,              0.0096208,              0.0096208,              0.0096208
                    385,                0.80397,                0.27246,                0.64945,                 1.2078,                0.99356,                      1,                  0.995,                0.96455,                0.99356,                      1,                  0.995,                0.86239,                0.33589,                0.27584,                0.36406,                0.74292,              0.0096198,              0.0096198,              0.0096198
                    386,                0.78186,                0.33693,                0.68368,                 1.2405,                0.99462,                      1,                  0.995,                0.97445,                0.99462,                      1,                  0.995,                  0.847,                0.33108,                0.30735,                0.35598,                0.74403,              0.0096188,              0.0096188,              0.0096188
                    387,                0.69957,                0.27427,                0.59587,                 1.2129,                0.99181,                      1,                  0.995,                0.95835,                0.99181,                      1,                  0.995,                0.76584,                0.44658,                0.47978,                0.64453,                0.81817,              0.0096179,              0.0096179,              0.0096179
                    388,                0.70912,                0.27912,                0.58246,                  1.171,                0.99244,                      1,                  0.995,                0.96476,                0.99244,                      1,                  0.995,                0.82406,                0.32932,                0.37809,                0.41265,                0.74619,              0.0096169,              0.0096169,              0.0096169
                    389,                0.73912,                0.27652,                0.58502,                 1.2099,                0.99524,                      1,                  0.995,                0.95464,                0.99524,                      1,                  0.995,                0.97979,                0.29821,                 0.1183,                0.30176,                0.72522,              0.0096159,              0.0096159,              0.0096159
                    390,                0.76055,                0.25907,                0.55345,                 1.1659,                0.99457,                      1,                  0.995,                  0.995,                0.99457,                      1,                  0.995,                0.98992,                0.23669,                0.11105,                0.28006,                0.69716,              0.0096149,              0.0096149,              0.0096149
                    391,                0.66087,                0.24655,                0.54024,                 1.1741,                0.99369,                      1,                  0.995,                0.96799,                0.99369,                      1,                  0.995,                0.94693,                0.24172,                0.11513,                 0.2777,                0.70275,              0.0096139,              0.0096139,              0.0096139
                    392,                0.66705,                0.27433,                 0.5386,                 1.1305,                0.99353,                      1,                  0.995,                0.97532,                0.99353,                      1,                  0.995,                 0.9711,                 0.2599,                0.11179,                0.27119,                0.71083,              0.0096129,              0.0096129,              0.0096129
                    393,                0.71949,                0.25838,                0.59967,                 1.1763,                0.99496,                      1,                  0.995,                0.98811,                0.99496,                      1,                  0.995,                0.97679,                0.24776,                0.11945,                0.27141,                0.71054,              0.0096119,              0.0096119,              0.0096119
                    394,                0.68062,                0.28279,                0.56588,                 1.1889,                0.99432,                      1,                  0.995,                0.98693,                0.99432,                      1,                  0.995,                0.95722,                0.25161,                0.12639,                0.27333,                0.71546,              0.0096109,              0.0096109,              0.0096109
                    395,                0.72762,                0.28802,                0.58608,                 1.2196,                0.99384,                      1,                  0.995,                 0.9864,                0.99384,                      1,                  0.995,                0.95107,                 0.2513,                0.11063,                0.27905,                0.71519,              0.0096099,              0.0096099,              0.0096099
                    396,                0.67751,                0.23517,                0.54036,                 1.1789,                 0.9932,                      1,                  0.995,                 0.9483,                 0.9932,                      1,                  0.995,                0.88274,                0.30911,                0.18023,                0.33707,                0.74756,               0.009609,               0.009609,               0.009609
                    397,                0.70872,                0.27206,                0.60254,                 1.2114,                0.99057,                      1,                  0.995,                0.96052,                0.99057,                      1,                  0.995,                0.89804,                0.26995,                0.18138,                 0.2836,                0.72685,               0.009608,               0.009608,               0.009608
                    398,                0.72646,                0.31394,                0.59109,                 1.2564,                0.98941,                      1,                  0.995,                0.95967,                0.98941,                      1,                  0.995,                0.90383,                0.30627,                0.15074,                0.29016,                0.75675,               0.009607,               0.009607,               0.009607
                    399,                0.73202,                0.27756,                  0.548,                 1.2025,                0.98982,                      1,                  0.995,                0.97197,                0.98982,                      1,                  0.995,                0.90177,                0.27453,                 0.1721,                0.29314,                0.73333,               0.009606,               0.009606,               0.009606
                    400,                0.73719,                0.31481,                0.61032,                 1.2037,                0.99035,                      1,                  0.995,                0.98051,                0.99035,                      1,                  0.995,                0.90116,                0.27722,                0.17125,                0.28865,                0.74125,               0.009605,               0.009605,               0.009605
                    401,                0.79529,                0.29092,                0.62445,                 1.2494,                0.99095,                      1,                  0.995,                 0.9581,                0.99095,                      1,                  0.995,                0.87079,                0.35406,                0.20701,                0.35369,                 0.7988,               0.009604,               0.009604,               0.009604
                    402,                0.69856,                 0.2797,                0.56131,                 1.2264,                0.98819,                      1,                  0.995,                0.98557,                0.98819,                      1,                  0.995,                0.88123,                0.42537,                 0.1617,                0.37112,                0.84981,               0.009603,               0.009603,               0.009603
                    403,                0.75493,                 0.2846,                 0.6159,                 1.2175,                0.98773,                      1,                  0.995,                0.98657,                0.98773,                      1,                  0.995,                0.88135,                0.40565,                0.15759,                0.34091,                0.81008,               0.009602,               0.009602,               0.009602
                    404,                0.68382,                0.30109,                 0.5641,                 1.1494,                0.98678,                      1,                  0.995,                0.97662,                0.98678,                      1,                  0.995,                0.90245,                 0.3701,                0.14715,                0.34994,                0.79042,               0.009601,               0.009601,               0.009601
                    405,                0.71474,                0.21944,                0.57314,                 1.2055,                 0.9901,                      1,                  0.995,                0.98761,                 0.9901,                      1,                  0.995,                 0.9237,                0.33219,                0.13663,                0.33144,                0.76376,                 0.0096,                 0.0096,                 0.0096
                    406,                0.71321,                0.28871,                0.54942,                 1.1792,                0.99119,                      1,                  0.995,                0.97554,                0.99119,                      1,                  0.995,                0.96648,                0.30311,                 0.1145,                0.33129,                0.75358,               0.009599,               0.009599,               0.009599
                    407,                0.71256,                0.30696,                0.58669,                 1.1921,                 0.9941,                      1,                  0.995,                0.97976,                 0.9941,                      1,                  0.995,                0.96433,                0.26902,                0.11682,                0.28956,                  0.728,              0.0095981,              0.0095981,              0.0095981
                    408,                0.79183,                0.31277,                 0.6211,                  1.184,                0.99479,                      1,                  0.995,                 0.9873,                0.99479,                      1,                  0.995,                0.70592,                0.36734,                0.58001,                0.44382,                0.77503,              0.0095971,              0.0095971,              0.0095971
                    409,                0.70536,                0.28267,                0.58364,                 1.2151,                0.99658,                      1,                  0.995,                0.96966,                0.99658,                      1,                  0.995,                0.84087,                0.28547,                0.26825,                0.27994,                0.74864,              0.0095961,              0.0095961,              0.0095961
                    410,                0.69631,                0.29041,                0.54817,                 1.1703,                0.99682,                      1,                  0.995,                0.96487,                0.99682,                      1,                  0.995,                0.97046,                0.30807,                0.11027,                0.29172,                0.76068,              0.0095951,              0.0095951,              0.0095951
                    411,                0.71025,                 0.2657,                0.55932,                 1.1805,                0.99679,                      1,                  0.995,                0.96856,                0.99679,                      1,                  0.995,                0.98123,                 0.2997,                0.10743,                0.29336,                0.75145,              0.0095941,              0.0095941,              0.0095941
                    412,                0.70522,                0.25953,                0.53549,                  1.181,                 0.9967,                      1,                  0.995,                 0.9602,                 0.9967,                      1,                  0.995,                0.97838,                0.30309,                0.10705,                 0.2683,                0.75951,              0.0095931,              0.0095931,              0.0095931
                    413,                0.68264,                0.30092,                0.55434,                 1.1852,                0.99642,                      1,                  0.995,                0.97982,                0.99642,                      1,                  0.995,                0.94818,                0.28257,                0.12043,                0.25936,                0.73624,              0.0095921,              0.0095921,              0.0095921
                    414,                0.72294,                0.30019,                0.56643,                 1.2637,                0.99656,                      1,                  0.995,                0.98842,                0.99656,                      1,                  0.995,                0.89906,                0.25633,                0.16889,                0.25731,                0.72994,              0.0095911,              0.0095911,              0.0095911
                    415,                0.70022,                0.27347,                0.51973,                 1.1487,                0.99649,                      1,                  0.995,                0.96692,                0.99649,                      1,                  0.995,                0.98869,                0.28852,                0.12617,                0.28599,                0.73881,              0.0095901,              0.0095901,              0.0095901
                    416,                0.72589,                0.33356,                0.58984,                 1.2572,                0.99655,                      1,                  0.995,                0.97411,                0.99655,                      1,                  0.995,                0.77163,                0.30709,                0.42256,                0.29552,                0.74714,              0.0095892,              0.0095892,              0.0095892
                    417,                0.65574,                0.33144,                0.54977,                 1.1431,                0.99676,                      1,                  0.995,                 0.9748,                0.99676,                      1,                  0.995,                0.98779,                 0.2939,                0.12324,                0.30412,                0.74499,              0.0095882,              0.0095882,              0.0095882
                    418,                0.68625,                 0.2607,                0.57595,                 1.1784,                0.99655,                      1,                  0.995,                0.96758,                0.99655,                      1,                  0.995,                0.98177,                0.26736,                0.10662,                0.28633,                0.73638,              0.0095872,              0.0095872,              0.0095872
                    419,                0.75979,                0.26417,                0.54151,                 1.2082,                 0.9963,                      1,                  0.995,                0.98271,                 0.9963,                      1,                  0.995,                0.97598,                0.27352,                0.11233,                  0.298,                0.73758,              0.0095862,              0.0095862,              0.0095862
                    420,                0.68713,                0.25894,                0.52799,                 1.1773,                0.99587,                      1,                  0.995,                0.96752,                0.99587,                      1,                  0.995,                0.87033,                0.32347,                0.21873,                0.32166,                0.77276,              0.0095852,              0.0095852,              0.0095852
                    421,                0.79862,                0.27323,                0.66923,                 1.2351,                0.99551,                      1,                  0.995,                0.98957,                0.99551,                      1,                  0.995,                0.80701,                0.34578,                0.33916,                0.43697,                0.79168,              0.0095842,              0.0095842,              0.0095842
                    422,                0.72179,                0.29072,                0.57143,                  1.191,                 0.9962,                      1,                  0.995,                0.98944,                 0.9962,                      1,                  0.995,                0.89622,                0.29412,                0.20661,                0.32207,                0.74511,              0.0095832,              0.0095832,              0.0095832
                    423,                0.68808,                0.26345,                0.54249,                 1.1453,                0.99624,                      1,                  0.995,                0.96379,                0.99624,                      1,                  0.995,                0.89983,                 0.3286,                0.20821,                0.32249,                0.76844,              0.0095822,              0.0095822,              0.0095822
                    424,                0.70677,                0.25409,                0.54629,                 1.1739,                0.99671,                      1,                  0.995,                0.95907,                0.99671,                      1,                  0.995,                0.94688,                0.29763,                0.14978,                0.29953,                0.74266,              0.0095812,              0.0095812,              0.0095812
                    425,                0.71282,                0.27019,                0.60235,                 1.1677,                0.99682,                      1,                  0.995,                0.95465,                0.99682,                      1,                  0.995,                0.94525,                0.34128,                0.15853,                0.30158,                0.77924,              0.0095802,              0.0095802,              0.0095802
                    426,                0.69197,                0.27095,                0.55404,                 1.1584,                0.99658,                      1,                  0.995,                0.95471,                0.99658,                      1,                  0.995,                0.93697,                0.34008,                0.15225,                0.27706,                0.77751,              0.0095793,              0.0095793,              0.0095793
                    427,                0.64182,                0.26445,                0.55457,                 1.1476,                0.99613,                      1,                  0.995,                0.96222,                0.99613,                      1,                  0.995,                0.94667,                0.28641,                0.14128,                0.28705,                0.74136,              0.0095783,              0.0095783,              0.0095783
                    428,                0.72916,                0.30882,                0.56902,                 1.1681,                0.99442,                      1,                  0.995,                0.98938,                0.99442,                      1,                  0.995,                0.88623,                0.31023,                0.24845,                0.33225,                 0.7462,              0.0095773,              0.0095773,              0.0095773
                    429,                0.77054,                0.31027,                 0.6023,                 1.2361,                0.99556,                      1,                  0.995,                0.97954,                0.99556,                      1,                  0.995,                0.96401,                0.29261,                0.13372,                0.33355,                0.76065,              0.0095763,              0.0095763,              0.0095763
                    430,                0.67164,                0.26776,                0.54635,                 1.1619,                0.99513,                      1,                  0.995,                0.98637,                0.99513,                      1,                  0.995,                0.95505,                 0.3257,                0.12744,                0.36117,                0.77716,              0.0095753,              0.0095753,              0.0095753
                    431,                  0.642,                0.27345,                0.53167,                 1.1559,                0.99523,                      1,                  0.995,                 0.9736,                0.99523,                      1,                  0.995,                0.92951,                0.32268,                0.15007,                0.35482,                0.76629,              0.0095743,              0.0095743,              0.0095743
                    432,                0.66286,                 0.2599,                0.52097,                 1.1182,                0.99479,                      1,                  0.995,                0.96647,                0.99479,                      1,                  0.995,                0.97391,                0.31244,                0.11043,                0.32788,                0.76228,              0.0095733,              0.0095733,              0.0095733
                    433,                0.72032,                0.28264,                0.56299,                 1.1971,                0.99402,                      1,                  0.995,                0.99042,                0.99402,                      1,                  0.995,                0.90499,                0.27942,                0.20514,                0.32918,                0.75464,              0.0095723,              0.0095723,              0.0095723
                    434,                0.69984,                0.28603,                0.56823,                 1.2014,                0.99485,                      1,                  0.995,                0.98336,                0.99485,                      1,                  0.995,                0.94078,                  0.255,                0.14061,                0.29236,                0.72971,              0.0095713,              0.0095713,              0.0095713
                    435,                 0.7147,                0.26766,                0.59245,                 1.1794,                 0.9959,                      1,                  0.995,                0.98179,                 0.9959,                      1,                  0.995,                0.97915,                0.27387,                0.12385,                0.27548,                0.72915,              0.0095703,              0.0095703,              0.0095703
                    436,                0.72774,                0.29266,                0.56069,                 1.1847,                0.99568,                      1,                  0.995,                0.98134,                0.99568,                      1,                  0.995,                0.96338,                0.25918,                0.12661,                0.27469,                0.71339,              0.0095694,              0.0095694,              0.0095694
                    437,                0.71026,                0.27079,                0.55652,                 1.2506,                 0.9952,                      1,                  0.995,                0.97539,                 0.9952,                      1,                  0.995,                 0.9557,                0.27794,                0.12378,                0.33342,                0.73226,              0.0095684,              0.0095684,              0.0095684
                    438,                 0.7143,                0.28106,                 0.5553,                 1.1861,                0.99531,                      1,                  0.995,                0.98768,                0.99531,                      1,                  0.995,                0.95571,                0.25119,                0.11879,                0.30248,                0.72174,              0.0095674,              0.0095674,              0.0095674
                    439,                0.56213,                0.21865,                0.48191,                 1.0697,                0.99488,                      1,                  0.995,                0.97793,                0.99488,                      1,                  0.995,                0.95843,                0.27865,                0.10942,                0.24913,                0.72359,              0.0095664,              0.0095664,              0.0095664
                    440,                0.71703,                0.30606,                0.56189,                 1.1996,                0.99478,                      1,                  0.995,                 0.9735,                0.99478,                      1,                  0.995,                0.97939,                0.25707,                0.10329,                 0.2546,                0.71262,              0.0095654,              0.0095654,              0.0095654
                    441,                0.70864,                0.28017,                0.56751,                 1.1977,                0.99349,                      1,                  0.995,                 0.9812,                0.99349,                      1,                  0.995,                0.98367,                0.25277,                0.10249,                0.27221,                 0.7018,              0.0095644,              0.0095644,              0.0095644
                    442,                0.70883,                0.24825,                0.53953,                 1.1819,                0.99251,                      1,                  0.995,                0.98156,                0.99251,                      1,                  0.995,                0.97732,                0.22308,                0.11516,                0.26453,                0.69198,              0.0095634,              0.0095634,              0.0095634
                    443,                0.75584,                0.31481,                0.61478,                 1.2241,                0.99227,                      1,                  0.995,                0.98225,                0.99227,                      1,                  0.995,                0.93282,                0.26005,                0.20507,                0.28719,                0.70736,              0.0095624,              0.0095624,              0.0095624
                    444,                  0.597,                0.27659,                0.51071,                 1.1248,                0.99378,                      1,                  0.995,                0.96789,                0.99378,                      1,                  0.995,                0.88033,                0.33049,                0.36344,                0.30928,                0.73965,              0.0095614,              0.0095614,              0.0095614
                    445,                0.74121,                0.27527,                 0.5886,                 1.2339,                0.99427,                      1,                  0.995,                0.98883,                0.99427,                      1,                  0.995,                0.99083,                0.29919,               0.095092,                0.29476,                0.72561,              0.0095604,              0.0095604,              0.0095604
                    446,                0.70991,                0.26221,                0.53913,                 1.1871,                0.99332,                      1,                  0.995,                0.97916,                0.99332,                      1,                  0.995,                0.98022,                0.28117,                0.10024,                0.27697,                0.70991,              0.0095595,              0.0095595,              0.0095595
                    447,                 0.7094,                 0.2841,                0.57703,                 1.1598,                0.99369,                      1,                  0.995,                0.98844,                0.99369,                      1,                  0.995,                0.96256,                0.24829,                0.10606,                0.27931,                0.69938,              0.0095585,              0.0095585,              0.0095585
                    448,                0.67669,                0.24085,                0.51942,                 1.1704,                0.99364,                      1,                  0.995,                 0.9764,                0.99364,                      1,                  0.995,                0.95637,                0.26579,                0.12632,                0.28951,                0.70587,              0.0095575,              0.0095575,              0.0095575
                    449,                0.73989,                0.27512,                0.58401,                 1.1688,                0.99483,                      1,                  0.995,                0.95418,                0.99483,                      1,                  0.995,                0.84635,                0.26838,                0.28127,                0.31886,                0.72467,              0.0095565,              0.0095565,              0.0095565
                    450,                0.62358,                0.23227,                0.51484,                 1.1308,                0.99529,                      1,                  0.995,                0.97573,                0.99529,                      1,                  0.995,                0.79102,                0.32823,                0.49003,                0.38302,                0.75592,              0.0095555,              0.0095555,              0.0095555
                    451,                 0.7119,                0.31005,                0.54788,                 1.1526,                0.99443,                      1,                  0.995,                0.98868,                0.99443,                      1,                  0.995,                0.97025,                0.22962,                0.11531,                0.27701,                0.71685,              0.0095545,              0.0095545,              0.0095545
                    452,                0.64486,                0.27218,                0.50521,                 1.1527,                 0.9943,                      1,                  0.995,                0.98965,                 0.9943,                      1,                  0.995,                0.97458,                0.26472,                 0.1247,                0.27948,                0.74195,              0.0095535,              0.0095535,              0.0095535
                    453,                0.75982,                0.31622,                0.54958,                 1.2073,                0.99479,                      1,                  0.995,                0.97279,                0.99479,                      1,                  0.995,                0.89289,                0.30103,                0.21187,                0.29691,                0.76125,              0.0095525,              0.0095525,              0.0095525
                    454,                0.69138,                0.28175,                0.52013,                 1.1438,                0.99453,                      1,                  0.995,                0.97922,                0.99453,                      1,                  0.995,                0.92316,                 0.2972,                0.16653,                0.29214,                0.75636,              0.0095515,              0.0095515,              0.0095515
                    455,                0.65108,                0.27931,                0.48284,                  1.117,                0.99388,                      1,                  0.995,                0.97051,                0.99388,                      1,                  0.995,                0.97979,                0.31273,                0.13183,                0.26051,                0.76736,              0.0095505,              0.0095505,              0.0095505
                    456,                  0.678,                0.26656,                0.55148,                 1.1829,                0.99501,                      1,                  0.995,                0.97775,                0.99501,                      1,                  0.995,                0.97578,                0.28503,                0.12343,                0.26493,                0.75836,              0.0095496,              0.0095496,              0.0095496
                    457,                0.81441,                0.31171,                0.60638,                 1.2223,                0.99594,                      1,                  0.995,                0.93748,                0.99594,                      1,                  0.995,                0.96883,                0.37108,                0.11872,                0.32192,                0.84137,              0.0095486,              0.0095486,              0.0095486
                    458,                0.65908,                0.26357,                0.52249,                 1.1714,                0.99548,                      1,                  0.995,                0.98829,                0.99548,                      1,                  0.995,                0.98929,                0.30889,                0.11427,                0.29967,                0.79065,              0.0095476,              0.0095476,              0.0095476
                    459,                 0.7152,                0.29032,                0.54027,                 1.2067,                0.99516,                      1,                  0.995,                0.98181,                0.99516,                      1,                  0.995,                 0.9896,                0.28375,                0.10395,                0.27797,                0.77451,              0.0095466,              0.0095466,              0.0095466
                    460,                0.68628,                0.30052,                0.55904,                 1.1692,                0.99313,                      1,                  0.995,                0.97401,                0.99313,                      1,                  0.995,                0.98382,                0.28734,                0.10661,                0.28671,                0.77358,              0.0095456,              0.0095456,              0.0095456
                    461,                 0.6999,                0.28898,                0.56628,                 1.2337,                0.98929,                      1,                  0.995,                0.97343,                0.98929,                      1,                  0.995,                0.97222,                0.27791,                0.11247,                 0.3245,                0.76444,              0.0095446,              0.0095446,              0.0095446
                    462,                0.71559,                0.28063,                0.53687,                 1.1573,                0.98863,                      1,                  0.995,                0.96679,                0.98863,                      1,                  0.995,                0.95749,                0.29083,                0.11759,                0.33341,                0.76226,              0.0095436,              0.0095436,              0.0095436
                    463,                0.76748,                0.29075,                0.58059,                 1.1971,                0.98838,                      1,                  0.995,                0.97949,                0.98838,                      1,                  0.995,                0.97306,                0.26668,                0.11535,                 0.3063,                0.75273,              0.0095426,              0.0095426,              0.0095426
                    464,                0.71102,                0.29248,                0.54127,                 1.2033,                 0.9896,                      1,                  0.995,                 0.9798,                 0.9896,                      1,                  0.995,                 0.8526,                0.28907,                0.26766,                 0.3556,                0.76758,              0.0095416,              0.0095416,              0.0095416
                    465,                0.72833,                0.33785,                0.58581,                 1.1907,                0.97383,                      1,                  0.995,                 0.9804,                0.97383,                      1,                  0.995,                0.79463,                0.30632,                0.39605,                0.39475,                0.76817,              0.0095406,              0.0095406,              0.0095406
                    466,                0.67885,                0.26385,                0.51048,                 1.1286,                0.98719,                      1,                  0.995,                0.97952,                0.98719,                      1,                  0.995,                0.87186,                0.30735,                0.22721,                0.35256,                0.76353,              0.0095397,              0.0095397,              0.0095397
                    467,                0.63668,                0.23868,                0.50403,                 1.1298,                      1,                0.97226,                  0.995,                0.98855,                      1,                0.97226,                  0.995,                0.77699,                0.27881,                0.50716,                0.48039,                0.74929,              0.0095387,              0.0095387,              0.0095387
                    468,                0.69567,                0.31006,                0.54724,                 1.1664,                0.99177,                      1,                  0.995,                 0.9804,                0.99177,                      1,                  0.995,                0.96184,                0.25334,                0.12569,                0.30693,                0.71716,              0.0095377,              0.0095377,              0.0095377
                    469,                0.68631,                0.22355,                0.55508,                 1.1414,                0.99254,                      1,                  0.995,                0.97801,                0.99254,                      1,                  0.995,                0.98758,                0.24711,                 0.1059,                0.28882,                0.70099,              0.0095367,              0.0095367,              0.0095367
